GKZ,Name,Wahlberechtigte,abgegeben,gültig,ungültig,spoe,oevp,fpoe,gruene,frank,neos,bzoe,kpoe,pirat,cpoe,wandl,slp,euaus,m
G32411,Maria-Lanzendorf,1602,1112,1094,18,341,208,291,94,66,45,31,10,8,0,0,0,0,0
G32412,Mauerbach,2870,1999,1976,23,429,529,367,263,97,185,70,20,16,0,0,0,0,0
G32413,Moosbrunn,1314,1009,994,15,295,269,207,74,72,34,26,7,10,0,0,0,0,0
G32415,Pressbaum,5280,3588,3521,67,776,914,699,495,175,285,110,30,37,0,0,0,0,0
G32416,Purkersdorf,6996,4773,4676,97,1255,853,784,837,197,490,144,63,53,0,0,0,0,0
G32417,Rauchenwarth,517,383,379,4,73,186,52,33,7,14,3,7,4,0,0,0,0,0
G32418,Schwadorf,1437,1041,1017,24,435,177,207,65,72,38,14,2,7,0,0,0,0,0
G32419,Schwechat,12199,8305,8121,184,3052,902,2178,855,435,310,222,91,76,0,0,0,0,0
G32421,Tullnerbach,2092,1510,1488,22,306,404,248,214,53,186,47,13,17,0,0,0,0,0
G32423,Wolfsgraben,1290,975,965,10,177,256,198,150,48,78,45,9,4,0,0,0,0,0
G32424,Zwölfaxing,1239,885,862,23,247,173,231,74,56,39,24,8,10,0,0,0,0,0
G32501,Allentsteig,1690,1208,1170,38,251,459,285,49,47,39,34,1,5,0,0,0,0,0
G32502,Arbesbach,1402,1050,1008,42,104,585,159,52,26,36,35,6,5,0,0,0,0,0
G32503,Bärnkopf,307,235,228,7,121,54,37,5,3,3,3,2,0,0,0,0,0,0
G32504,Echsenbach,1021,801,768,33,121,453,109,33,18,18,11,2,3,0,0,0,0,0
G32505,Göpfritz an der Wild,1513,1180,1144,36,263,467,270,69,37,13,12,11,2,0,0,0,0,0
G32506,Grafenschlag,737,581,551,30,88,309,69,35,19,8,16,5,2,0,0,0,0,0
G32508,Groß Gerungs,3854,2923,2814,109,474,1384,482,183,119,86,53,14,19,0,0,0,0,0
G32509,Großgöttfritz,1168,966,947,19,162,445,231,28,29,22,25,3,2,0,0,0,0,0
G32511,Gutenbrunn,460,355,355,0,138,118,71,11,7,6,2,2,0,0,0,0,0,0
G32514,Kirchschlag,553,457,444,13,94,227,67,16,14,8,16,2,0,0,0,0,0,0
G32515,Kottes-Purk,1253,996,970,26,175,533,131,60,37,11,17,6,0,0,0,0,0,0
G32516,Langschlag,1502,1129,1077,52,212,552,172,38,45,23,18,10,7,0,0,0,0,0
G32517,Martinsberg,947,721,696,25,171,335,114,21,26,11,13,2,3,0,0,0,0,0
G32518,Ottenschlag,851,675,663,12,123,322,90,31,31,32,28,3,3,0,0,0,0,0
G32519,Altmelon,718,552,541,11,107,262,108,12,24,4,18,0,6,0,0,0,0,0
G32520,Pölla,823,609,590,19,115,297,114,21,22,11,7,2,1,0,0,0,0,0
G32521,Rappottenstein,1446,1107,1070,37,148,527,192,59,51,47,30,8,8,0,0,0,0,0
G32522,Sallingberg,1102,853,829,24,106,460,141,35,44,12,19,3,9,0,0,0,0,0
G32523,Schönbach,704,562,541,21,90,320,59,23,20,11,14,3,1,0,0,0,0,0
G32524,Schwarzenau,1255,982,955,27,286,353,177,55,39,22,13,6,4,0,0,0,0,0
G32525,Schweiggers,1650,1308,1278,30,93,852,157,49,53,38,26,1,9,0,0,0,0,0
G32528,Bad Traunstein,864,648,637,11,73,464,54,16,10,4,10,2,4,0,0,0,0,0
G32529,Waldhausen,1049,805,791,14,143,402,117,46,39,16,18,3,7,0,0,0,0,0
G32530,Zwettl-Niederösterreich,9484,7196,6995,201,1145,3331,1107,640,268,271,155,33,45,0,0,0,0,0
G40101,Linz,140809,87131,85460,1671,29562,12349,17409,13674,3702,3986,2463,1216,792,167,140,0,0,0
G40201,Steyr,28386,18660,18315,345,7125,2107,4144,2198,1068,649,611,190,147,51,25,0,0,0
G40301,Wels,40671,26608,26197,411,8613,3625,7365,3048,1199,942,894,206,201,62,42,0,0,0
G40401,Altheim,3806,2642,2560,82,732,595,751,187,115,60,93,9,11,6,1,0,0,0
G40402,Aspach,1966,1366,1322,44,203,549,321,91,64,24,48,3,10,7,2,0,0,0
G40403,Auerbach,403,315,304,11,17,137,103,20,9,3,7,0,3,5,0,0,0,0
G40404,Braunau am Inn,12066,7021,6878,143,2270,1098,1802,810,309,194,269,49,51,16,10,0,0,0
G40405,Burgkirchen,2026,1371,1332,39,239,494,319,121,59,30,54,4,10,0,2,0,0,0
G40406,Eggelsberg,1756,1147,1105,42,190,327,325,101,61,42,34,7,12,4,2,0,0,0
G40407,Feldkirchen bei Mattighofen,1546,1037,992,45,128,340,314,83,53,17,32,5,12,6,2,0,0,0
G40408,Franking,715,450,435,15,78,165,104,29,19,17,19,2,1,1,0,0,0,0
G40409,Geretsberg,848,530,513,17,80,202,123,47,23,15,13,0,7,1,2,0,0,0
G40410,Gilgenberg am Weilhart,1006,666,650,16,70,269,164,49,50,16,20,5,5,0,2,0,0,0
G40411,Haigermoos,464,319,311,8,56,130,65,29,11,8,11,0,1,0,0,0,0,0
G40412,Handenberg,1048,725,709,16,103,289,190,37,28,17,26,4,4,11,0,0,0,0
G40413,Helpfau-Uttendorf,2387,1588,1537,51,337,467,403,97,101,46,58,6,11,6,5,0,0,0
G40414,Hochburg-Ach,2198,1344,1313,31,237,496,271,128,74,45,40,4,8,9,1,0,0,0
G40415,Höhnhart,1143,782,763,19,156,277,230,32,26,11,17,4,4,6,0,0,0,0
G40416,Jeging,510,370,361,9,96,109,94,13,17,10,12,3,5,2,0,0,0,0
G40417,Kirchberg bei Mattighofen,913,623,606,17,82,223,152,68,22,25,27,2,2,3,0,0,0,0
G40418,Lengau,3489,2399,2316,83,742,480,591,256,105,49,67,9,11,1,5,0,0,0
G40419,Lochen am See,2025,1449,1397,52,205,507,360,122,78,46,56,8,7,5,3,0,0,0
G40420,Maria Schmolln,1143,789,760,29,131,335,179,50,20,16,24,2,0,2,1,0,0,0
G40421,Mattighofen,3734,2294,2236,58,775,331,593,214,123,64,88,15,21,7,5,0,0,0
G40422,Mauerkirchen,1629,940,917,23,240,229,259,60,57,17,37,5,4,9,0,0,0,0
G40423,Mining,933,660,637,23,131,219,136,61,28,25,27,0,6,4,0,0,0,0
G40424,Moosbach,757,537,528,9,68,168,191,34,30,12,18,2,4,1,0,0,0,0
G40425,Moosdorf,1233,819,798,21,248,206,162,92,24,24,23,6,11,1,1,0,0,0
G40426,Munderfing,2212,1475,1419,56,381,449,282,112,67,44,65,5,8,5,1,0,0,0
G40427,Neukirchen an der Enknach,1735,1186,1153,33,256,373,316,76,54,17,44,5,5,7,0,0,0,0
G40428,Ostermiething,2389,1454,1385,69,268,433,333,148,85,37,55,5,11,4,6,0,0,0
G40429,Palting,760,531,510,21,83,194,111,51,36,10,19,1,3,1,1,0,0,0
G40430,Perwang am Grabensee,719,497,480,17,81,163,106,64,26,15,18,3,3,0,1,0,0,0
G40431,Pfaffstätt,746,503,483,20,117,153,115,43,25,7,16,2,5,0,0,0,0,0
G40432,Pischelsdorf am Engelbach,1302,931,910,21,142,362,265,55,49,10,17,5,3,1,1,0,0,0
G40433,Polling im Innkreis,771,553,542,11,91,196,176,21,29,7,17,3,1,0,1,0,0,0
G40434,Roßbach,773,556,541,15,116,190,149,26,25,12,14,3,5,1,0,0,0,0
G40435,Sankt Georgen am Fillmannsbach,321,221,220,1,25,66,94,7,13,0,7,1,1,5,1,0,0,0
G40436,Sankt Johann am Walde,1667,1148,1109,39,345,318,275,67,42,21,32,5,2,2,0,0,0,0
G40437,Sankt Pantaleon,2345,1535,1496,39,421,328,405,143,98,29,41,15,11,3,2,0,0,0
G40438,Sankt Peter am Hart,1846,1239,1199,40,300,316,272,135,71,29,58,9,7,2,0,0,0,0
G40439,Sankt Radegund,471,349,340,9,30,192,41,46,11,7,7,3,3,0,0,0,0,0
G40440,Sankt Veit im Innkreis,327,246,239,7,63,80,61,13,12,1,4,0,2,3,0,0,0,0
G40441,Schalchen,2833,1869,1825,44,523,402,499,175,96,37,70,8,11,3,1,0,0,0
G40442,Schwand im Innkreis,709,505,493,12,63,219,107,42,22,11,21,2,3,0,3,0,0,0
G40443,Tarsdorf,1615,1074,1037,37,149,389,280,101,46,18,33,4,6,11,0,0,0,0
G40444,Treubach,581,387,377,10,35,169,116,17,14,8,15,0,3,0,0,0,0,0
G40445,Überackern,441,261,253,8,62,95,55,16,14,2,5,2,0,1,1,0,0,0
G40446,Weng im Innkreis,1139,798,773,25,142,274,242,37,25,24,26,1,2,0,0,0,0,0
G40501,Alkoven,4391,3324,3239,85,1107,628,713,378,157,91,109,18,23,9,6,0,0,0
G40502,Aschach an der Donau,1654,1264,1232,32,352,252,306,173,52,34,43,10,7,1,2,0,0,0
G40503,Eferding,2868,2016,1972,44,597,462,429,234,70,74,59,21,18,6,2,0,0,0
G40504,Fraham,1834,1386,1353,33,431,278,324,136,71,41,52,7,10,3,0,0,0,0
G40505,Haibach ob der Donau,1091,808,783,25,189,299,123,91,35,12,23,4,5,1,1,0,0,0
G40506,Hartkirchen,3378,2527,2479,48,549,702,664,258,117,58,96,11,18,2,4,0,0,0
G40507,Hinzenbach,1566,1218,1192,26,324,334,302,110,55,23,33,3,7,0,1,0,0,0
G40508,Prambachkirchen,2259,1717,1669,48,339,561,425,143,89,35,52,9,9,6,1,0,0,0
G40509,Pupping,1578,1080,1063,17,258,311,270,125,41,19,26,3,4,4,2,0,0,0
G40510,Sankt Marienkirchen an der Polsenz,1834,1420,1372,48,344,404,330,136,48,30,49,12,11,5,3,0,0,0
G40511,Scharten,1714,1360,1334,26,332,297,348,181,54,35,56,4,9,14,4,0,0,0
G40512,Stroheim,1313,999,957,42,141,365,228,76,63,29,42,4,4,2,3,0,0,0
G40601,Freistadt,5893,4269,4177,92,1184,1093,787,551,178,90,185,47,52,9,1,0,0,0
G40602,Grünbach,1523,1111,1075,36,234,325,259,95,54,28,55,8,11,2,4,0,0,0
G40603,Gutau,2200,1677,1627,50,479,556,261,139,48,29,81,16,10,4,4,0,0,0
G40604,Hagenberg im Mühlkreis,2211,1596,1564,32,439,367,327,223,68,44,55,11,25,2,3,0,0,0
G40605,Hirschbach im Mühlkreis,951,743,709,34,137,307,93,87,22,16,28,6,7,4,2,0,0,0
G40606,Kaltenberg,502,409,400,9,29,237,82,17,16,5,10,0,2,2,0,0,0,0
G40607,Kefermarkt,1653,1238,1196,42,366,353,212,109,49,33,57,6,8,2,1,0,0,0
G40608,Königswiesen,2569,1966,1880,86,413,775,403,134,56,27,42,11,5,12,2,0,0,0
G40609,Lasberg,2271,1716,1672,44,347,621,250,245,62,36,66,16,18,7,4,0,0,0
G40610,Leopoldschlag,851,660,622,38,112,290,99,44,29,16,24,0,6,1,1,0,0,0
G40611,Liebenau,1409,1044,1012,32,269,426,171,38,39,17,26,10,8,7,1,0,0,0
G40612,Neumarkt im Mühlkreis,2538,1934,1864,70,494,579,293,265,72,62,70,13,9,4,3,0,0,0
G40613,Pierbach,796,616,595,21,122,240,139,32,24,11,16,2,1,7,1,0,0,0
G40614,Pregarten,4142,3160,3063,97,962,783,577,321,144,86,116,26,28,13,7,0,0,0
G40615,Rainbach im Mühlkreis,2324,1692,1628,64,411,680,236,129,51,27,60,6,20,7,1,0,0,0
G40616,Sandl,1182,923,891,32,316,253,136,70,38,19,30,14,6,7,2,0,0,0
G40617,Sankt Leonhard bei Freistadt,1154,931,895,36,235,351,161,47,43,19,18,8,6,6,1,0,0,0
G40618,Sankt Oswald bei Freistadt,2232,1702,1661,41,529,506,342,103,57,28,64,11,15,5,1,0,0,0
G40619,Schönau im Mühlkreis,1573,1273,1232,41,257,506,239,83,62,23,37,6,11,4,4,0,0,0
G40620,Tragwein,2474,1966,1908,58,622,620,283,178,59,53,59,10,16,6,2,0,0,0
G40621,Unterweißenbach,1893,1399,1341,58,282,541,355,68,42,15,23,4,5,4,2,0,0,0
G40622,Unterweitersdorf,1643,1311,1273,38,416,286,246,173,37,36,52,12,8,4,3,0,0,0
G40623,Waldburg,1078,843,826,17,207,293,133,99,34,14,28,5,8,4,1,0,0,0
G40624,Wartberg ob der Aist,3402,2557,2481,76,805,521,484,325,106,74,120,18,18,3,7,0,0,0
G40625,Weitersfelden,862,673,653,20,155,280,104,48,16,20,25,1,3,0,1,0,0,0
G40626,Windhaag bei Freistadt,1295,1001,964,37,214,424,169,59,38,13,33,8,4,1,1,0,0,0
G40627,Bad Zell,2263,1809,1753,56,317,677,326,227,69,27,71,14,14,7,4,0,0,0
G40701,Altmünster,7754,5371,5205,166,1343,1226,1030,765,277,222,216,42,35,33,16,0,0,0
G40702,Bad Goisern am Hallstättersee,6089,4274,4148,126,1736,512,848,384,229,115,174,62,31,44,13,0,0,0
G40703,Bad Ischl,10792,7138,6946,192,2177,1257,1387,917,373,321,313,100,63,18,20,0,0,0
G40704,Ebensee,6453,4449,4331,118,1909,674,729,448,193,137,148,46,30,11,6,0,0,0
G40705,Gmunden,10132,6262,6134,128,1409,1446,1118,1001,338,380,317,40,48,21,16,0,0,0
G40706,Gosau,1467,1054,1015,39,455,205,151,62,44,32,50,7,4,5,0,0,0,0
G40707,Grünau im Almtal,1623,1183,1147,36,355,295,240,98,63,29,41,10,11,1,4,0,0,0
G40708,Gschwandt,2122,1618,1566,52,378,430,365,188,59,57,55,12,10,7,5,0,0,0
G40709,Hallstatt,640,475,464,11,199,70,58,71,18,11,11,17,6,2,1,0,0,0
G40710,Kirchham,1593,1185,1148,37,160,487,228,106,72,27,46,6,9,7,0,0,0,0
G40711,Laakirchen,7122,5036,4914,122,1829,927,1029,497,219,135,173,38,43,18,6,0,0,0
G40712,Obertraun,588,441,422,19,209,59,53,42,18,2,19,18,0,1,1,0,0,0
G40713,Ohlsdorf,3943,2792,2707,85,769,587,642,309,152,98,98,18,19,14,1,0,0,0
G40714,Pinsdorf,2940,2072,2018,54,643,323,510,249,101,71,86,13,16,5,1,0,0,0
G40715,Roitham,1620,1154,1125,29,323,288,275,97,46,29,45,8,6,7,1,0,0,0
G40716,Sankt Konrad,879,616,595,21,134,229,100,59,17,11,31,6,3,5,0,0,0,0
G40717,St. Wolfgang im Salzkammergut,2159,1449,1395,54,376,413,269,115,71,50,67,12,17,5,0,0,0,0
G40718,Traunkirchen,1330,938,910,28,211,238,148,155,41,53,47,4,5,8,0,0,0,0
G40719,Scharnstein,3710,2632,2556,76,748,571,591,253,143,86,109,19,20,9,7,0,0,0
G40720,Vorchdorf,5706,4037,3932,105,1058,885,946,453,241,123,148,25,26,21,6,0,0,0
G40801,Aistersheim,657,465,449,16,84,151,116,32,20,21,19,2,1,2,1,0,0,0
G40802,Bad Schallerbach,2899,1969,1920,49,495,472,485,225,92,56,68,6,10,6,5,0,0,0
G40803,Bruck-Waasen,1873,1361,1312,49,217,509,287,124,63,35,62,4,6,3,2,0,0,0
G40804,Eschenau im Hausruckkreis,898,701,675,26,82,278,188,51,30,13,15,6,8,1,3,0,0,0
G40805,Gallspach,1868,1293,1269,24,340,241,402,121,57,44,33,6,9,15,1,0,0,0
G40806,Gaspoltshofen,2819,1923,1856,67,399,517,554,188,61,33,57,13,21,8,5,0,0,0
G40807,Geboltskirchen,1138,860,822,38,207,257,179,77,45,5,30,4,7,10,1,0,0,0
G40808,Grieskirchen,3551,2532,2457,75,604,571,603,316,101,105,109,15,17,12,4,0,0,0
G40809,Haag am Hausruck,1651,1166,1135,31,299,318,270,127,38,32,28,5,8,8,2,0,0,0
G40810,Heiligenberg,537,439,423,16,26,210,110,33,23,5,12,2,1,1,0,0,0,0
G40811,Hofkirchen an der Trattnach,1222,880,853,27,155,291,221,72,38,22,29,9,11,3,2,0,0,0
G40812,Kallham,2063,1540,1481,59,311,483,350,135,69,57,56,5,10,3,2,0,0,0
G40813,Kematen am Innbach,1028,733,715,18,141,186,234,55,37,14,35,7,3,2,1,0,0,0
G40814,Meggenhofen,1085,827,810,17,149,330,154,93,31,20,20,6,6,1,0,0,0,0
G40815,Michaelnbach,1027,743,708,35,103,314,139,54,47,15,27,2,5,1,1,0,0,0
G40816,Natternbach,1938,1462,1407,55,336,432,343,113,70,42,45,6,13,5,2,0,0,0
G40817,Neukirchen am Walde,1347,1011,977,34,168,391,227,77,44,17,32,11,4,4,2,0,0,0
G40818,Neumarkt im Hausruckkreis,1115,737,723,14,216,165,203,53,33,17,25,8,3,0,0,0,0,0
G40819,Peuerbach,1781,1254,1211,43,228,419,260,140,79,19,45,7,6,4,4,0,0,0
G40820,Pötting,444,349,344,5,37,213,45,26,11,2,7,0,3,0,0,0,0,0
G40821,Pollham,777,608,586,22,75,199,94,85,64,20,38,0,3,7,1,0,0,0
G40822,Pram,1465,1016,984,32,215,256,282,101,40,24,40,6,12,6,2,0,0,0
G40823,Rottenbach,829,649,627,22,121,177,190,45,34,13,28,5,7,6,1,0,0,0
G40824,Sankt Agatha,1737,1265,1219,46,221,528,248,96,42,26,48,5,3,2,0,0,0,0
G40825,Sankt Georgen bei Grieskirchen,969,726,697,29,147,211,153,88,27,33,25,2,4,4,3,0,0,0
G40826,Sankt Thomas,399,332,318,14,24,108,95,43,26,5,7,4,3,1,2,0,0,0
G40827,Schlüßlberg,2353,1713,1677,36,578,333,406,150,71,42,66,11,13,6,1,0,0,0
G40828,Steegen,902,592,567,25,103,205,127,65,24,11,27,2,2,1,0,0,0,0
G40829,Taufkirchen an der Trattnach,1627,1140,1101,39,200,364,318,89,48,21,38,5,12,3,3,0,0,0
G40830,Tollet,731,572,553,19,128,191,98,79,17,12,23,1,3,1,0,0,0,0
G40831,Waizenkirchen,2906,2174,2124,50,382,799,471,213,90,70,70,10,11,3,5,0,0,0
G40832,Wallern an der Trattnach,2321,1705,1665,40,478,396,419,164,69,56,56,6,17,2,2,0,0,0
G40833,Weibern,1297,940,899,41,139,337,187,106,54,29,26,1,10,7,3,0,0,0
G40834,Wendling,630,462,444,18,59,187,114,35,16,13,12,3,2,1,2,0,0,0
G40901,Edlbach,524,390,385,5,78,154,72,23,8,13,22,6,3,4,2,0,0,0
G40902,Grünburg,2881,1969,1917,52,565,456,516,123,107,36,74,7,20,9,4,0,0,0
G40903,Hinterstoder,752,504,495,9,93,164,121,41,42,15,16,2,0,0,1,0,0,0
G40904,Inzersdorf im Kremstal,1524,1151,1112,39,239,330,286,117,50,40,31,6,9,2,2,0,0,0
G40905,Kirchdorf an der Krems,3170,2059,2001,58,633,384,443,298,71,69,59,9,24,8,3,0,0,0
G40906,Klaus an der Pyhrnbahn,849,585,578,7,256,93,119,36,28,11,23,3,4,4,1,0,0,0
G40907,Kremsmünster,4751,3203,3133,70,632,941,655,357,186,133,158,15,47,7,2,0,0,0
G40908,Micheldorf in Oberösterreich,4527,3402,3317,85,1071,559,798,403,196,114,107,25,28,10,6,0,0,0
G40909,Molln,2772,2017,1977,40,628,407,483,172,92,43,98,14,18,18,4,0,0,0
G40910,Nußbach,1809,1389,1352,37,261,550,239,140,57,44,42,6,7,5,1,0,0,0
G40911,Oberschlierbach,369,280,272,8,65,97,41,40,8,8,7,1,1,4,0,0,0,0
G40912,Pettenbach,3855,2892,2811,81,619,764,683,277,197,80,123,29,25,9,5,0,0,0
G40913,Ried im Traunkreis,2111,1574,1531,43,249,549,413,118,82,40,42,5,28,5,0,0,0,0
G40914,Rosenau am Hengstpaß,543,400,396,4,149,80,98,21,21,1,15,1,3,7,0,0,0,0
G40915,Roßleithen,1496,1074,1055,19,314,284,228,69,71,32,37,2,4,8,6,0,0,0
G40916,Sankt Pankraz,265,187,184,3,50,30,76,9,10,0,8,0,1,0,0,0,0,0
G40917,Schlierbach,2158,1527,1488,39,313,415,336,217,92,39,41,6,16,11,2,0,0,0
G40918,Spital am Pyhrn,1730,1216,1199,17,371,277,322,72,52,20,60,5,7,12,1,0,0,0
G40919,Steinbach am Ziehberg,679,506,493,13,99,168,122,41,27,15,13,4,1,2,1,0,0,0
G40920,Steinbach an der Steyr,1639,1313,1279,34,281,476,295,92,50,19,46,5,9,3,3,0,0,0
G40921,Vorderstoder,644,431,419,12,67,159,110,28,27,9,14,0,3,2,0,0,0,0
G40922,Wartberg an der Krems,2303,1630,1570,60,285,564,358,125,91,54,55,13,20,5,0,0,0,0
G40923,Windischgarsten,1923,1250,1226,24,371,266,280,122,63,47,58,2,11,6,0,0,0,0
G41001,Allhaming,893,635,625,10,140,197,126,65,33,27,26,3,7,0,1,0,0,0
G41002,Ansfelden,10936,7497,7345,152,2820,926,1999,604,431,188,240,59,57,14,7,0,0,0
G41003,Asten,4686,3347,3273,74,1264,363,948,236,199,89,118,19,28,4,5,0,0,0
G41004,Eggendorf im Traunkreis,645,493,489,4,124,154,104,35,28,19,17,4,1,1,2,0,0,0
G41005,Enns,8140,5538,5428,110,1855,952,1196,669,289,201,163,33,56,6,8,0,0,0
G41006,Hargelsberg,1062,795,777,18,188,240,159,78,55,28,21,2,4,1,1,0,0,0
G41007,Hörsching,4519,3204,3132,72,942,580,842,300,192,124,104,25,14,5,4,0,0,0
G41008,Hofkirchen im Traunkreis,1360,987,964,23,286,268,196,123,42,17,11,7,6,3,5,0,0,0
G41009,Kematen an der Krems,1939,1391,1362,29,333,352,338,139,88,47,46,8,4,5,2,0,0,0
G41010,Kirchberg-Thening,1873,1399,1373,26,462,242,280,207,60,61,40,11,7,1,2,0,0,0
G41011,Kronstorf,2560,1850,1820,30,592,398,421,167,97,61,51,8,18,3,4,0,0,0
G41012,Leonding,19851,14108,13840,268,4306,2467,2809,2063,666,740,508,106,116,25,34,0,0,0
G41013,Sankt Florian,4995,3598,3498,100,922,988,602,427,168,200,142,20,17,12,0,0,0,0
G41014,Neuhofen an der Krems,4489,3014,2947,67,870,695,558,421,150,105,75,28,21,16,8,0,0,0
G41015,Niederneukirchen,1614,1218,1196,22,293,416,208,150,62,22,28,3,5,5,4,0,0,0
G41016,Oftering,1558,1184,1162,22,400,244,237,129,52,45,43,6,4,0,2,0,0,0
G41017,Pasching,5228,3773,3705,68,1280,549,904,458,166,162,125,22,33,2,4,0,0,0
G41018,Piberbach,1458,1079,1057,22,308,252,227,118,65,24,46,11,2,4,0,0,0,0
G41019,Pucking,3084,2269,2219,50,633,437,590,206,170,70,79,6,21,5,2,0,0,0
G41020,Sankt Marien,3700,2774,2711,63,796,758,474,301,143,107,80,17,16,15,4,0,0,0
G41021,Traun,16475,11000,10798,202,4229,1382,2708,963,572,374,334,90,99,27,20,0,0,0
G41022,Wilhering,4578,3372,3295,77,863,812,556,574,129,187,110,37,21,4,2,0,0,0
G41101,Allerheiligen im Mühlkreis,955,786,758,28,221,231,144,58,40,16,34,4,6,3,1,0,0,0
G41102,Arbing,1103,858,840,18,226,269,151,92,32,21,33,7,7,1,1,0,0,0
G41103,Baumgartenberg,1290,954,932,22,164,323,265,82,42,10,33,5,5,2,1,0,0,0
G41104,Dimbach,829,649,617,32,168,274,99,29,16,13,11,3,3,1,0,0,0,0
G41105,Grein,2408,1681,1625,56,533,452,320,152,68,35,44,3,8,7,3,0,0,0
G41106,Katsdorf,2294,1783,1735,48,519,465,282,227,91,69,59,9,6,4,4,0,0,0
G41107,Klam,697,484,464,20,89,178,106,32,18,17,12,4,2,5,1,0,0,0
G41108,Bad Kreuzen,1771,1334,1296,38,160,664,257,71,69,24,31,9,3,4,4,0,0,0
G41109,Langenstein,1960,1511,1467,44,658,237,260,119,123,24,31,7,4,1,3,0,0,0
G41110,Luftenberg an der Donau,3202,2355,2313,42,917,370,484,242,108,66,75,19,21,7,4,0,0,0
G41111,Mauthausen,3694,2723,2661,62,1134,468,500,248,122,91,55,20,17,4,2,0,0,0
G41112,Mitterkirchen im Machland,1375,1006,975,31,273,369,156,76,44,14,33,1,4,3,2,0,0,0
G41113,Münzbach,1298,1026,974,52,153,438,228,49,35,24,28,5,7,7,0,0,0,0
G41114,Naarn im Machlande,2796,2185,2132,53,624,706,419,143,92,58,60,5,17,5,3,0,0,0
G41115,Pabneukirchen,1377,993,961,32,194,412,187,70,32,24,33,2,3,4,0,0,0,0
G41116,Perg,6028,4311,4204,107,1208,1201,843,454,153,138,127,17,31,26,6,0,0,0
G41117,Rechberg,733,563,544,19,80,305,53,40,29,8,17,0,4,7,1,0,0,0
G41118,Ried in der Riedmark,3307,2505,2442,63,846,669,403,260,110,61,64,9,14,2,4,0,0,0
G41119,Sankt Georgen am Walde,1684,1295,1249,46,425,416,231,55,39,25,29,7,10,11,1,0,0,0
G41120,Sankt Georgen an der Gusen,3060,2329,2270,59,884,447,391,279,105,63,63,14,17,2,5,0,0,0
G41121,Sankt Nikola an der Donau,572,450,438,12,98,193,67,34,13,12,10,4,2,3,2,0,0,0
G41122,Sankt Thomas am Blasenstein,729,560,541,19,77,310,74,19,27,12,12,3,1,6,0,0,0,0
G41123,Saxen,1391,1111,1082,29,270,290,328,79,49,28,23,5,4,2,4,0,0,0
G41124,Schwertberg,4027,3007,2929,78,1145,576,511,328,132,62,102,24,34,10,5,0,0,0
G41125,Waldhausen im Strudengau,2284,1819,1769,50,522,593,348,152,61,22,43,9,4,11,4,0,0,0
G41126,Windhaag bei Perg,1130,866,840,26,143,345,138,75,42,24,29,8,6,29,1,0,0,0
G41201,Andrichsfurt,560,365,350,15,30,151,111,27,10,7,10,2,0,2,0,0,0,0
G41202,Antiesenhofen,802,550,538,12,133,129,118,43,17,8,83,0,6,0,1,0,0,0
G41203,Aurolzmünster,2322,1483,1454,29,373,276,461,95,107,42,73,10,11,1,5,0,0,0
G41204,Eberschwang,2719,1860,1803,57,513,392,490,153,67,39,115,5,17,10,2,0,0,0
G41205,Eitzing,589,414,395,19,84,128,92,40,20,14,10,1,2,2,2,0,0,0
G41206,Geiersberg,428,304,295,9,52,97,69,39,15,3,12,3,4,1,0,0,0,0
G41207,Geinberg,1106,719,694,25,121,210,225,43,26,14,34,2,7,9,3,0,0,0
G41208,Gurten,935,632,622,10,123,230,143,41,30,18,27,3,6,1,0,0,0,0
G41209,Hohenzell,1672,1220,1175,45,151,403,279,143,59,53,52,0,11,20,4,0,0,0
G41210,Kirchdorf am Inn,483,363,356,7,62,157,74,21,17,2,21,0,2,0,0,0,0,0
G41211,Kirchheim im Innkreis,565,443,428,15,77,178,117,31,14,5,4,0,0,2,0,0,0,0
G41212,Lambrechten,1054,815,792,23,87,365,218,39,34,18,21,2,4,3,1,0,0,0
G41213,Lohnsburg am Kobernaußerwald,1810,1258,1216,42,182,460,326,87,52,36,50,3,10,6,4,0,0,0
G41214,Mehrnbach,1871,1256,1226,30,204,366,405,98,55,29,44,16,1,5,3,0,0,0
G41215,Mettmach,1990,1379,1325,54,304,376,413,66,66,26,48,8,8,10,0,0,0,0
G41216,Mörschwang,261,198,190,8,12,90,35,26,11,3,9,1,1,1,1,0,0,0
G41217,Mühlheim am Inn,537,390,378,12,125,106,89,23,12,12,9,1,0,1,0,0,0,0
G41218,Neuhofen im Innkreis,1807,1239,1220,19,285,358,262,148,45,49,51,8,6,5,3,0,0,0
G41219,Obernberg am Inn,1148,609,602,7,142,148,179,59,26,19,23,2,2,2,0,0,0,0
G41220,Ort im Innkreis,922,668,652,16,99,176,221,62,41,14,35,0,3,1,0,0,0,0
G41221,Pattigham,729,537,523,14,70,193,145,39,21,18,24,4,6,3,0,0,0,0
G41222,Peterskirchen,547,410,401,9,32,200,94,28,14,7,15,4,2,5,0,0,0,0
G41223,Pramet,819,626,618,8,122,201,180,46,31,15,21,1,1,0,0,0,0,0
G41224,Reichersberg,1128,791,769,22,131,250,220,56,28,30,42,4,3,2,3,0,0,0
G41225,Ried im Innkreis,8460,5159,5048,111,1249,1118,1261,620,259,238,186,43,51,13,10,0,0,0
G41226,Sankt Georgen bei Obernberg am Inn,462,338,332,6,33,168,59,37,14,7,11,0,3,0,0,0,0,0
